timestamp,value,outlier
2014-04-01 00:00:00,6.3033784826,
2014-04-01 00:05:00,8.2800222994,
2014-04-01 00:10:00,6.1208169468,
2014-04-01 00:15:00,7.9379302901,
2014-04-01 00:20:00,2.2375048556,
2014-04-01 00:25:00,1.0645237581,
2014-04-01 00:30:00,4.1585699789,
2014-04-01 00:35:00,8.2419302747,
2014-04-01 00:40:00,1.3066516461,
2014-04-01 00:45:00,5.587417856,
2014-04-01 00:50:00,4.581908299,
2014-04-01 00:55:00,1.1981675116,
2014-04-01 01:00:00,7.7796858896,
2014-04-01 01:05:00,4.5581855471,
2014-04-01 01:10:00,5.5847302051,
2014-04-01 01:15:00,5.7085459068,
2014-04-01 01:25:00,1.3340568432,
2014-04-01 01:30:00,6.5801558705,
2014-04-01 01:35:00,5.668505734,
2014-04-01 01:40:00,2.7624674556,
2014-04-01 01:45:00,1.5935251802,
2014-04-01 01:50:00,6.2784424367,
2014-04-01 01:55:00,6.7317861105,
2014-04-01 02:00:00,6.8008468785,
2014-04-01 02:05:00,8.656395514,
2014-04-01 02:10:00,1.9772445961,
2014-04-01 02:15:00,1.5358664714,
2014-04-01 02:20:00,4.4858505188,
2014-04-01 02:25:00,7.1456777961,
2014-04-01 02:30:00,5.6683281306,
2014-04-01 02:35:00,4.5682328006,
2014-04-01 02:40:00,4.1475812139,
2014-04-01 02:45:00,1.273042725,
2014-04-01 02:50:00,7.5780543367,
2014-04-01 02:55:00,4.4985850841,
2014-04-01 03:00:00,3.8172742116,
2014-04-01 03:05:00,9.8839667577,
2014-04-01 03:10:00,1.4723296468,
2014-04-01 03:15:00,6.9664796999,
2014-04-01 03:20:00,7.6933567903,
2014-04-01 03:25:00,6.5653971922,
2014-04-01 03:30:00,3.6996485311,
2014-04-01 03:35:00,9.1916830406,
2014-04-01 03:40:00,8.1446093451,
2014-04-01 03:45:00,9.6948800853,
2014-04-01 03:50:00,7.6162615708,
2014-04-01 03:55:00,5.7457787614,
2014-04-01 04:00:00,7.9261315797,
2014-04-01 04:05:00,7.2937118662,
2014-04-01 04:10:00,9.4763124118,
2014-04-01 04:15:00,1.8787634608,
2014-04-01 04:20:00,1.5880616262,
2014-04-01 04:25:00,7.0141956186,
2014-04-01 04:30:00,6.058456966,
2014-04-01 04:35:00,5.4743640718,
2014-04-01 04:40:00,8.735596385,
2014-04-01 04:45:00,2.7585288851,
2014-04-01 04:50:00,2.6909142368,
2014-04-01 04:55:00,6.7520149601,
2014-04-01 05:00:00,6.5960353615,
2014-04-01 05:05:00,9.7933528483,
2014-04-01 05:10:00,9.7623215278,
2014-04-01 05:15:00,1.7259240319,
2014-04-01 05:20:00,3.6789568068,
2014-04-01 05:25:00,4.6414217369,
2014-04-01 05:30:00,7.5546112534,
2014-04-01 05:35:00,7.9727844845,
2014-04-01 05:40:00,4.5294955335,
2014-04-01 05:45:00,8.9747699305,
2014-04-01 05:50:00,4.7782721848,
2014-04-01 05:55:00,6.1152467046,
2014-04-01 06:00:00,3.4880471369,
2014-04-01 06:05:00,9.7771185217,
2014-04-01 06:10:00,7.6874889536,
2014-04-01 06:15:00,1.7905379735,
2014-04-01 06:20:00,4.840142211,
2014-04-01 06:25:00,9.2901417278,
2014-04-01 06:30:00,5.0135915365,
2014-04-01 06:35:00,7.5659100435,
2014-04-01 06:40:00,5.4267708678,
2014-04-01 06:45:00,2.1973927114,
2014-04-01 06:50:00,6.8544959953,
2014-04-01 06:55:00,7.1631473639,
2014-04-01 07:00:00,1.53987796,
2014-04-01 07:05:00,5.4983778532,
2014-04-01 07:10:00,5.2653281494,
2014-04-01 07:15:00,9.6148810243,
2014-04-01 07:20:00,3.315684174,
2014-04-01 07:25:00,9.9594336587,
2014-04-01 07:30:00,3.9673442087,
2014-04-01 07:35:00,6.4604301827,
2014-04-01 07:40:00,7.6818140287,
2014-04-01 07:45:00,7.6862224137,
2014-04-01 07:50:00,9.7604110537,
2014-04-01 07:55:00,7.9390200096,
2014-04-01 08:00:00,7.571748931,
2014-04-01 08:05:00,3.7638020174,
2014-04-01 08:10:00,7.262301167,
2014-04-01 08:15:00,7.1393677379,
2014-04-01 08:20:00,9.9573220062,
2014-04-01 08:25:00,1.4821995824,
2014-04-01 08:30:00,1.279535694,
2014-04-01 08:35:00,4.9677697985,
2014-04-01 08:40:00,1.1323723633,
2014-04-01 08:45:00,1.1689069612,
2014-04-01 08:50:00,8.5965550389,
2014-04-01 08:55:00,2.4696014337,
2014-04-01 09:00:00,8.0364356048,
2014-04-01 09:05:00,9.3922839177,
2014-04-01 09:10:00,7.1575634129,
2014-04-01 09:15:00,3.9211761657,
2014-04-01 09:20:00,1.1785672735,
2014-04-01 09:25:00,1.5033833711,
2014-04-01 09:30:00,9.8367255334,
2014-04-01 09:35:00,5.5560703872,
2014-04-01 09:40:00,4.6902994818,
2014-04-01 09:45:00,7.0508087741,
2014-04-01 09:50:00,8.037799291,
2014-04-01 09:55:00,8.6290805422,
2014-04-01 10:00:00,2.6629855194,
2014-04-01 10:05:00,3.5398520054,
2014-04-01 10:10:00,8.4647368556,
2014-04-01 10:15:00,3.7216322299,
2014-04-01 10:20:00,8.3072761989,
2014-04-01 10:25:00,4.9794947468,
2014-04-01 10:30:00,9.993885736,
2014-04-01 10:35:00,3.7092371186,
2014-04-01 10:40:00,4.6648214218,
2014-04-01 10:45:00,2.7759144195,
2014-04-01 10:50:00,1.6362038913,
2014-04-01 10:55:00,4.1687306641,
2014-04-01 11:00:00,6.8234457896,
2014-04-01 11:05:00,5.3037230107,
2014-04-01 11:10:00,4.7650851384,
2014-04-01 11:15:00,3.3370753115,
2014-04-01 11:20:00,5.9394039722,
2014-04-01 11:25:00,3.7915889419,
2014-04-01 11:30:00,7.9532807911,
2014-04-01 11:35:00,8.112483638,
2014-04-01 11:40:00,6.2713320848,
2014-04-01 11:45:00,4.2481583813,
2014-04-01 11:50:00,6.0669234197,
2014-04-01 11:55:00,7.9587676843,
2014-04-01 12:00:00,1.7684698188,
2014-04-01 12:05:00,8.6812836622,
2014-04-01 12:10:00,6.9392482432,
2014-04-01 12:15:00,2.9355993016,
2014-04-01 12:20:00,8.1675481451,
2014-04-01 12:25:00,8.6478096902,
2014-04-01 12:30:00,2.4320415577,
2014-04-01 12:35:00,6.3778418355,
2014-04-01 12:40:00,5.7452731113,
2014-04-01 12:45:00,6.5427002354,
2014-04-01 12:50:00,1.7389201272,
2014-04-01 12:55:00,9.6521858018,
2014-04-01 13:00:00,7.1321043892,
2014-04-01 13:05:00,9.1032385054,
2014-04-01 13:10:00,8.0522155946,
2014-04-01 13:15:00,4.0313637479,
2014-04-01 13:20:00,3.4291563343,
2014-04-01 13:25:00,3.1337457884,
2014-04-01 13:30:00,2.1523306982,
2014-04-01 13:35:00,4.9110670184,
2014-04-01 13:40:00,6.6607189555,
2014-04-01 13:45:00,8.1252822842,
2014-04-01 13:50:00,9.5188151473,
2014-04-01 13:55:00,9.7490215726,
2014-04-01 14:00:00,1.2281229156,
2014-04-01 14:05:00,6.5842415134,
2014-04-01 14:10:00,9.9843612233,
2014-04-01 14:15:00,6.3016042146,
2014-04-01 14:20:00,6.1565850951,
2014-04-01 14:25:00,9.8111216252,
2014-04-01 14:30:00,5.9996482946,
2014-04-01 14:35:00,3.9140244959,
2014-04-01 14:40:00,8.7682778765,
2014-04-01 14:45:00,4.4995621618,
2014-04-01 14:50:00,5.6674205836,
2014-04-01 14:55:00,3.2110830184,
