timestamp,value,outlier
2016-03-01 00:00:00,11.85,
2016-03-01 00:30:00,10.59,
2016-03-01 01:00:00,10.12,
2016-03-01 01:30:00,8.5,
2016-03-01 02:00:00,7.68,
2016-03-01 02:30:00,6.16,
2016-03-01 03:00:00,5.5,
2016-03-01 03:30:00,5.44,
2016-03-01 04:00:00,5.02,
2016-03-01 04:30:00,4.36,
2016-03-01 05:00:00,4.15,
2016-03-01 05:30:00,3.28,
2016-03-01 06:00:00,2.8,
2016-03-01 06:30:00,3.68,
2016-03-01 07:00:00,5.71,
2016-03-01 07:30:00,5.57,
2016-03-01 08:00:00,4.23,
2016-03-01 08:30:00,3.16,
2016-03-01 09:00:00,2.23,
2016-03-01 09:30:00,2.98,
2016-03-01 10:00:00,2.97,
2016-03-01 10:30:00,2.9,
2016-03-01 11:00:00,3.17,
2016-03-01 11:30:00,6.06,
2016-03-01 12:00:00,9.14,
2016-03-01 12:30:00,9.44,
2016-03-01 13:00:00,10.44,
2016-03-01 13:30:00,12.32,
2016-03-01 14:00:00,13.39,
2016-03-01 14:30:00,14.09,
2016-03-01 15:00:00,14.61,
2016-03-01 15:30:00,15.54,
2016-03-01 16:00:00,15.87,
2016-03-01 16:30:00,14.61,
2016-03-01 17:00:00,13.32,
2016-03-01 17:30:00,12.96,
2016-03-01 18:00:00,13.36,
2016-03-01 18:30:00,13.77,
2016-03-01 19:00:00,14.34,
2016-03-01 19:30:00,12.97,
2016-03-01 20:00:00,12.94,
2016-03-01 20:30:00,12.28,
2016-03-01 21:00:00,11.81,
2016-03-01 21:30:00,11.58,
2016-03-01 22:00:00,10.19,
2016-03-01 22:30:00,7.17,
2016-03-01 23:00:00,6.11,
2016-03-01 23:30:00,5.21,
2016-03-02 00:00:00,4.04,
2016-03-02 00:30:00,3.38,
2016-03-02 01:00:00,3,
2016-03-02 01:30:00,2.37,
2016-03-02 02:00:00,1.89,
2016-03-02 02:30:00,1.73,
2016-03-02 03:00:00,1.21,
2016-03-02 03:30:00,0.9,
2016-03-02 04:00:00,0.72,
2016-03-02 04:30:00,0.45,
2016-03-02 05:00:00,0.13,
2016-03-02 05:30:00,-0.07,
2016-03-02 06:00:00,-0.06,
2016-03-02 06:30:00,-0.08,
2016-03-02 07:00:00,-0.15,
2016-03-02 07:30:00,-0.25,
2016-03-02 08:00:00,-0.3,
2016-03-02 08:30:00,-0.4,
2016-03-02 09:00:00,-0.88,
2016-03-02 09:30:00,-1,
2016-03-02 10:00:00,-1.09,
2016-03-02 10:30:00,-1.18,
2016-03-02 11:00:00,-1.28,
2016-03-02 11:30:00,-1.37,
2016-03-02 12:00:00,-1.4,
2016-03-02 12:30:00,-1.39,
2016-03-02 13:00:00,-1.23,
2016-03-02 13:30:00,-0.99,
2016-03-02 14:00:00,-0.7,
2016-03-02 14:30:00,-0.56,
2016-03-02 15:00:00,-0.18,
2016-03-02 15:30:00,0.07,
2016-03-02 16:00:00,0.69,
2016-03-02 16:30:00,1.04,
2016-03-02 17:00:00,1.57,
2016-03-02 17:30:00,1.7,
2016-03-02 18:00:00,2.4,
2016-03-02 18:30:00,2.49,
2016-03-02 19:00:00,3.17,
2016-03-02 19:30:00,3.36,
2016-03-02 20:00:00,4.07,
2016-03-02 20:30:00,4.74,
2016-03-02 21:00:00,5.25,
2016-03-02 21:30:00,5.21,
2016-03-02 22:00:00,5.22,
2016-03-02 22:30:00,4.94,
2016-03-02 23:00:00,4.43,
2016-03-02 23:30:00,3.71,
2016-03-03 00:00:00,3.4,
2016-03-03 00:30:00,2.83,
2016-03-03 01:00:00,2.88,
2016-03-03 01:30:00,2.95,
2016-03-03 02:00:00,2.62,
2016-03-03 02:30:00,2.36,
2016-03-03 03:00:00,2.7,
2016-03-03 03:30:00,2.52,
2016-03-03 04:00:00,2.08,
2016-03-03 04:30:00,1.73,
2016-03-03 05:00:00,2.01,
2016-03-03 05:30:00,2.18,
2016-03-03 06:00:00,2.38,
2016-03-03 06:30:00,2.47,
2016-03-03 07:00:00,2.54,
2016-03-03 07:30:00,2.68,
2016-03-03 08:00:00,2.72,
2016-03-03 08:30:00,2.42,
2016-03-03 09:00:00,2.5,
2016-03-03 09:30:00,2.51,
2016-03-03 10:00:00,2.2,
2016-03-03 10:30:00,2.18,
2016-03-03 11:00:00,2.31,
2016-03-03 11:30:00,2.47,
2016-03-03 12:00:00,2.52,
2016-03-03 12:30:00,2.59,
2016-03-03 13:00:00,2.87,
2016-03-03 13:30:00,3.22,
2016-03-03 14:00:00,3.58,
2016-03-03 14:30:00,3.93,
2016-03-03 15:00:00,3.78,
2016-03-03 15:30:00,3.54,
2016-03-03 16:00:00,3.59,
2016-03-03 16:30:00,3.8,
2016-03-03 17:00:00,4.1,
2016-03-03 17:30:00,4.24,
2016-03-03 18:00:00,4.01,
2016-03-03 18:30:00,3.82,
2016-03-03 19:00:00,3.72,
2016-03-03 19:30:00,3.54,
2016-03-03 20:00:00,3.45,
2016-03-03 20:30:00,3.39,
2016-03-03 21:00:00,3.61,
2016-03-03 21:30:00,3.58,
2016-03-03 22:00:00,3.58,
2016-03-03 22:30:00,3.65,
2016-03-03 23:00:00,3.69,
2016-03-03 23:30:00,3.7,
2016-03-04 00:00:00,3.76,
2016-03-04 00:30:00,3.84,
2016-03-04 01:00:00,3.92,
2016-03-04 01:30:00,3.92,
2016-03-04 02:00:00,3.87,
2016-03-04 02:30:00,3.73,
2016-03-04 03:00:00,3.76,
2016-03-04 03:30:00,3.81,
2016-03-04 04:00:00,3.77,
2016-03-04 04:30:00,3.76,
2016-03-04 05:00:00,3.72,
2016-03-04 05:30:00,3.68,
2016-03-04 06:00:00,3.7,
2016-03-04 06:30:00,3.7,
2016-03-04 07:00:00,3.53,
2016-03-04 07:30:00,3.66,
2016-03-04 08:00:00,3.8,
2016-03-04 08:30:00,3.9,
2016-03-04 09:00:00,3.97,
2016-03-04 09:30:00,4.03,
2016-03-04 10:00:00,4.12,
2016-03-04 10:30:00,4.15,
2016-03-04 11:00:00,4.15,
2016-03-04 11:30:00,4.21,
2016-03-04 12:00:00,4.25,
2016-03-04 12:30:00,4.4,
2016-03-04 13:00:00,4.62,
2016-03-04 13:30:00,4.88,
2016-03-04 14:00:00,4.93,
2016-03-04 14:30:00,5,
2016-03-04 15:00:00,4.52,
2016-03-04 15:30:00,4.35,
2016-03-04 16:00:00,4.26,
2016-03-04 16:30:00,4.53,
2016-03-04 17:00:00,4.68,
2016-03-04 17:30:00,5,
2016-03-04 18:00:00,5.1,
2016-03-04 18:30:00,5.51,
2016-03-04 19:00:00,5.98,
2016-03-04 19:30:00,6.26,
2016-03-04 20:00:00,6.22,
2016-03-04 20:30:00,5.77,
2016-03-04 21:00:00,5.74,
2016-03-04 21:30:00,5.64,
