timestamp,value,outlier
2014-04-01 00:00:00,6.30337848261659,
2014-04-01 00:05:00,8.28002229938316,
2014-04-01 00:10:00,6.12081694683097,
2014-04-01 00:15:00,7.93793029011175,
2014-04-01 00:20:00,2.23750485563971,
2014-04-01 00:25:00,1.06452375807208,
2014-04-01 00:30:00,4.15856997888977,
2014-04-01 00:35:00,8.2419302747407,
2014-04-01 00:40:00,1.30665164613391,
2014-04-01 00:45:00,5.58741785597315,
2014-04-01 00:50:00,4.58190829903396,
2014-04-01 00:55:00,1.1981675115734,
2014-04-01 01:00:00,7.77968588959236,
2014-04-01 01:05:00,4.55818554705584,
2014-04-01 01:10:00,5.58473020510082,
2014-04-01 01:15:00,5.70854590679715,
2014-04-01 01:20:00,5.72078134649003,
2014-04-01 01:25:00,1.33405684320604,
2014-04-01 01:30:00,6.58015587053457,
2014-04-01 01:35:00,5.66850573399809,
2014-04-01 01:40:00,2.7624674555938,
2014-04-01 01:45:00,1.59352518024173,
2014-04-01 01:50:00,6.27844243671253,
2014-04-01 01:55:00,6.73178611045713,
2014-04-01 02:00:00,6.80084687847423,
2014-04-01 02:05:00,8.65639551399486,
2014-04-01 02:10:00,1.97724459605813,
2014-04-01 02:15:00,1.53586647138328,
2014-04-01 02:20:00,4.48585051878929,
2014-04-01 02:25:00,7.14567779608573,
2014-04-01 02:30:00,5.66832813062768,
2014-04-01 02:35:00,4.56823280063234,
2014-04-01 02:40:00,4.14758121393064,
2014-04-01 02:45:00,1.27304272496572,
2014-04-01 02:50:00,7.57805433674507,
2014-04-01 02:55:00,4.49858508414027,
2014-04-01 03:00:00,3.81727421163213,
2014-04-01 03:05:00,9.88396675773014,
2014-04-01 03:10:00,1.47232964679466,
2014-04-01 03:15:00,6.96647969986619,
2014-04-01 03:20:00,7.69335679034442,
2014-04-01 03:25:00,6.56539719222505,
2014-04-01 03:30:00,3.6996485311081,
2014-04-01 03:35:00,9.19168304064857,
2014-04-01 03:40:00,8.1446093451006,
2014-04-01 03:45:00,9.69488008531854,
2014-04-01 03:50:00,7.61626157078188,
2014-04-01 03:55:00,5.74577876143863,
2014-04-01 04:00:00,7.92613157970006,
2014-04-01 04:05:00,7.29371186618613,
